2743.9980543705 1.0144454241 0.0112333065 TESS
2743.9994432832 1.0215032101 0.0112151848 TESS
2744.0008321959 1.0198032856 0.0112265097 TESS
2744.0022211086 1.0138334036 0.0111971796 TESS
2744.0036100213 1.0345852375 0.0112334415 TESS
2744.0077767591 1.0297365189 0.0112113142 TESS
2744.0105545842 1.0151363611 0.0111836903 TESS
2744.0133324093 1.0054783821 0.0111946687 TESS
2744.0161102343 1.0178945065 0.0112575591 TESS
2744.0174991469 1.0148534775 0.0112053482 TESS
2744.0188880593 1.0186532736 0.0112090157 TESS
2744.0202769718 1.0227924585 0.0112169739 TESS
2744.0216658842 1.0157891512 0.0112101389 TESS
2744.0230547967 1.0366909504 0.0112379156 TESS
2744.0244437091 1.0227932930 0.0111981388 TESS
2744.0258326214 1.0301358700 0.0112151178 TESS
2744.0272215339 1.0456339121 0.0112518417 TESS
2744.0286104462 1.0290381908 0.0112313097 TESS
2744.0299993585 1.0167528391 0.0112161646 TESS
2744.0313882709 1.0263606310 0.0112325493 TESS
2744.0327771832 1.0289049149 0.0112258131 TESS
2744.0341660955 1.0298973322 0.0112241916 TESS
2744.0355550077 1.0235927105 0.0112245306 TESS
2744.0369439201 1.0287663937 0.0112255849 TESS
2744.0383328323 1.0119754076 0.0112078879 TESS
2744.0397217445 1.0267841816 0.0112057868 TESS
2744.0411106568 0.9979546666 0.0111842770 TESS
2744.0424995690 1.0078842640 0.0111921150 TESS
2744.0438884811 1.0177774429 0.0112188198 TESS
2744.0452773934 1.0246665478 0.0112200072 TESS
2744.0466663054 1.0137550831 0.0111979982 TESS
2744.0480552177 1.0244095325 0.0112341661 TESS
2744.0494441298 1.0236620903 0.0112168500 TESS
2744.0508330420 1.0207867622 0.0112032825 TESS
2744.0522219541 1.0102152824 0.0111888396 TESS
2744.0536108660 1.0012365580 0.0112065813 TESS
2744.0549997781 1.0292433500 0.0112520279 TESS
2744.0563886902 1.0119026899 0.0111988252 TESS
2744.0577776023 1.0147410631 0.0112164328 TESS
2744.0591665143 1.0249431133 0.0112166777 TESS
2744.0605554263 1.0257093906 0.0112438686 TESS
2744.0619443384 1.0245056152 0.0112263737 TESS
2744.0633332504 1.0041956902 0.0111827003 TESS
2744.0647221624 0.9885458350 0.0111695211 TESS
2744.0661110742 1.0164645910 0.0112085659 TESS
2744.0674999862 1.0164511204 0.0112251146 TESS
2744.0688888982 1.0270746946 0.0112388814 TESS
2744.0702778100 1.0168731213 0.0112053491 TESS
2744.0716667220 1.0114763975 0.0111873271 TESS
2744.0730556339 1.0106874704 0.0112097990 TESS
2744.0744445458 1.0365763903 0.0112446025 TESS
2744.0758334576 1.0279183388 0.0112347063 TESS
2744.0772223695 1.0075912476 0.0111935567 TESS
2744.0786112813 1.0087440014 0.0112491157 TESS
2744.0800001931 1.0052447319 0.0111887893 TESS
2744.0813891050 1.0236706734 0.0112327132 TESS
2744.0827780167 1.0357625484 0.0112379277 TESS
2744.0841669285 1.0274983644 0.0112171303 TESS
2744.0855558403 1.0330361128 0.0112308068 TESS
2744.0869447519 1.0344927311 0.0112319477 TESS
2744.0883336637 1.0083698034 0.0112374397 TESS
2744.0897225754 1.0156350136 0.0112044113 TESS
2744.0911114872 1.0266214609 0.0112662520 TESS
2744.0925003989 1.0280708075 0.0112266978 TESS
2744.0938893106 1.0268625021 0.0112265879 TESS
2744.0952782222 1.0261167288 0.0112060625 TESS
2744.0966671338 1.0122166872 0.0112017123 TESS
2744.0980560456 1.0111465454 0.0111915898 TESS
2744.0994449572 1.0105534792 0.0111970194 TESS
2744.1008338687 1.0178900957 0.0112168230 TESS
2744.1022227804 1.0222989321 0.0112303235 TESS
2744.1036116920 0.9975029826 0.0111802164 TESS
2744.1050006036 1.0074082613 0.0111963702 TESS
2744.1063895151 1.0110509396 0.0111873643 TESS
2744.1077784266 1.0378257036 0.0112399589 TESS
2744.1091673382 1.0253790617 0.0112288548 TESS
2744.1105562497 1.0114699602 0.0111841373 TESS
2744.1119451613 1.0098994970 0.0111878309 TESS
2744.1133340728 1.0157556534 0.0112460209 TESS
2744.1147229842 1.0238233805 0.0112221222 TESS
2744.1161118957 1.0185198784 0.0112013314 TESS
2744.1175008071 1.0181044340 0.0112276990 TESS
2744.1188897186 1.0159366131 0.0112057477 TESS
2744.1202786300 1.0199525356 0.0112490021 TESS
2744.1216675414 1.0032801628 0.0112001039 TESS
2744.1230564530 1.0182420015 0.0111926133 TESS
2744.1244453644 1.0168951750 0.0112115564 TESS
2744.1258342757 1.0331736803 0.0112253474 TESS
2744.1272231871 0.9986628890 0.0111864749 TESS
2744.1286120984 1.0120230913 0.0112103224 TESS
2744.1300010098 1.0170173645 0.0112100318 TESS
2744.1313899211 1.0122772455 0.0112013053 TESS
2744.1327788325 1.0301823616 0.0112163033 TESS
2744.1341677438 1.0270700455 0.0112312622 TESS
2744.1355566551 0.9963290095 0.0111986697 TESS
2744.1369455664 1.0084947348 0.0112044346 TESS
2744.1383344776 1.0111778975 0.0112070665 TESS
2744.1397233889 1.0113644600 0.0112008546 TESS
2744.1411123002 1.0154343843 0.0112106306 TESS
2744.1425012115 1.0032792091 0.0111975828 TESS
2744.1438901226 1.0251319408 0.0112103578 TESS
2744.1452790339 1.0257240534 0.0112145664 TESS
2744.1466679451 1.0289431810 0.0112309139 TESS
2744.1480568564 1.0053917170 0.0112333391 TESS
2744.1494457675 1.0203613043 0.0112148905 TESS
2744.1508346787 1.0092434883 0.0111977439 TESS
2744.1522235899 1.0021505356 0.0111825122 TESS
2744.1536125010 1.0262809992 0.0112314522 TESS
2744.1550014122 1.0435383320 0.0112559898 TESS
2744.1563903234 1.0240629911 0.0112350993 TESS
2744.1577792344 1.0386495590 0.0112397941 TESS
2744.1591681456 1.0279930830 0.0112244189 TESS
2744.1605570566 1.0170234442 0.0112028830 TESS
2744.1619459678 1.0005286932 0.0111786379 TESS
2744.1633348788 0.9974043965 0.0111951986 TESS
2744.1647237899 1.0305856466 0.0112226838 TESS
2744.1661127009 1.0146574974 0.0112117324 TESS
2744.1675016120 1.0351159573 0.0112224799 TESS
2744.1688905230 1.0118958950 0.0112141250 TESS
2744.1702794341 1.0150666237 0.0112168193 TESS
2744.1716683451 1.0221645832 0.0112106428 TESS
2744.1730572561 1.0254311562 0.0112181716 TESS
2744.1744461671 0.9972796440 0.0112032844 TESS
2744.1758350781 1.0142302513 0.0112065291 TESS
2744.1772239891 1.0172958374 0.0112139015 TESS
2744.1786129000 1.0136551857 0.0111941360 TESS
2744.1800018110 1.0355156660 0.0112412479 TESS
2744.1813907219 1.0135478973 0.0112046050 TESS
2744.1827796328 1.0000790358 0.0112026008 TESS
2744.1841685438 1.0371671915 0.0112619372 TESS
2744.1855574547 1.0386195183 0.0112398397 TESS
2744.1869463656 1.0401635170 0.0112438509 TESS
2744.1883352766 1.0136122704 0.0111955097 TESS
2744.1897241874 1.0208687782 0.0112079484 TESS
2744.1911130983 1.0176949501 0.0112243313 TESS
2744.1925020091 1.0179113150 0.0112010706 TESS
2744.1938909199 1.0110692978 0.0111950953 TESS
2744.1952798309 1.0063252449 0.0112140123 TESS
2744.1966687417 1.0355297327 0.0112201003 TESS
2744.1980576525 1.0203452110 0.0112059861 TESS
2744.1994465633 1.0166138411 0.0112074893 TESS
2744.2008354741 1.0138529539 0.0111927185 TESS
2744.2022243850 1.0270738602 0.0112325354 TESS
2744.2036132958 1.0281684399 0.0112182200 TESS
2744.2050022065 0.9950001240 0.0112043433 TESS
2744.2063911173 1.0171809196 0.0112167001 TESS
2744.2077800280 1.0380342007 0.0112597551 TESS
2744.2091689388 1.0082113743 0.0112053566 TESS
2744.2105578495 1.0440481901 0.0112916511 TESS
2744.2119467603 1.0256280899 0.0112139890 TESS
2744.2133356710 1.0236515999 0.0112321563 TESS
2744.2147245817 1.0132701397 0.0112112863 TESS
2744.2161134924 1.0148854256 0.0112037426 TESS
2744.2175024031 1.0153379440 0.0112525942 TESS
2744.2188913138 1.0121018887 0.0112165706 TESS
2744.2202802245 1.0102956295 0.0111977123 TESS
2744.2216691352 1.0308903456 0.0112268189 TESS
2744.2230580458 1.0264581442 0.0112233488 TESS
2744.2244469565 1.0169211626 0.0112218540 TESS
2744.2258358671 1.0468106270 0.0112544782 TESS
2744.2272247778 1.0105499029 0.0112000722 TESS
2744.2286136884 1.0338020325 0.0112452852 TESS
2744.2300025991 1.0073982477 0.0111950282 TESS
2744.2313915096 1.0158001184 0.0112396302 TESS
2744.2327804202 1.0039910078 0.0111904191 TESS
2744.2341693308 1.0199503899 0.0112128165 TESS
2744.2355582414 1.0238907337 0.0112189604 TESS
2744.2369471520 1.0094263554 0.0112128556 TESS
